id,sentence,inference,model,label,text
114,"Power Up: On 50th anniversary of Earth Day, EPA head says climate change 'not the only environmental issue that we face as a planet'","The writer is implying that the epa head says climate change is an important issue
",gpt2_large,real,"Headline: Power Up: On 50th anniversary of Earth Day, EPA head says climate change 'not the only environmental issue that we face as a planet'
Inference: The writer is implying that the epa head says climate change is an important issue
"
115,"Power Up: On 50th anniversary of Earth Day, EPA head says climate change 'not the only environmental issue that we face as a planet'","The writer is implying that epa head says climate change is not the only issue we face as a planet
",t5_base,real,"Headline: Power Up: On 50th anniversary of Earth Day, EPA head says climate change 'not the only environmental issue that we face as a planet'
Inference: The writer is implying that epa head says climate change is not the only issue we face as a planet
"
116,"Power Up: On 50th anniversary of Earth Day, EPA head says climate change 'not the only environmental issue that we face as a planet'","The writer is implying that climate change isn't the only environmental issue we face
",t5_large,real,"Headline: Power Up: On 50th anniversary of Earth Day, EPA head says climate change 'not the only environmental issue that we face as a planet'
Inference: The writer is implying that climate change isn't the only environmental issue we face
"
117,"Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites","The writer is implying that the state government cares about the environment
",gpt2_large,real,"Headline: Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites
Inference: The writer is implying that the state government cares about the environment
"
118,"Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites","The writer is implying that the government is taking action on climate change
",t5_base,real,"Headline: Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites
Inference: The writer is implying that the government is taking action on climate change
"
119,"Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites","The writer is implying that the government is taking steps to reduce pollution
",t5_large,real,"Headline: Colorado regulators OK rules aimed at cutting pollution, greenhouse gases from well sites
Inference: The writer is implying that the government is taking steps to reduce pollution
"
120,Climate change: Emissions edge up despite drop in coal,"The writer is implying that emissions are increasing despite a drop in coal
",gpt2_large,real,"Headline: Climate change: Emissions edge up despite drop in coal
Inference: The writer is implying that emissions are increasing despite a drop in coal
"
121,Climate change: Emissions edge up despite drop in coal,"The writer is implying that co2 emissions are rising
",t5_base,real,"Headline: Climate change: Emissions edge up despite drop in coal
Inference: The writer is implying that co2 emissions are rising
"
122,Climate change: Emissions edge up despite drop in coal,"The writer is implying that emissions are going up despite drop in coal
",t5_large,real,"Headline: Climate change: Emissions edge up despite drop in coal
Inference: The writer is implying that emissions are going up despite drop in coal
"
123,"Small increases in average temperature translate to big increases in the number of extremely hot days, and those hot days have a big impact.","The writer is implying that temperatures are increasing due to climate change
",gpt2_large,real,"Headline: Small increases in average temperature translate to big increases in the number of extremely hot days, and those hot days have a big impact.
Inference: The writer is implying that temperatures are increasing due to climate change
"
124,"Small increases in average temperature translate to big increases in the number of extremely hot days, and those hot days have a big impact.","The writer is implying that people can be affected by global warming
",t5_base,real,"Headline: Small increases in average temperature translate to big increases in the number of extremely hot days, and those hot days have a big impact.
Inference: The writer is implying that people can be affected by global warming
"
125,"Small increases in average temperature translate to big increases in the number of extremely hot days, and those hot days have a big impact.","The writer is implying that hotter days are a sign of climate change
",t5_large,real,"Headline: Small increases in average temperature translate to big increases in the number of extremely hot days, and those hot days have a big impact.
Inference: The writer is implying that hotter days are a sign of climate change
"
126,"In 11th House District race, Foster and Laib differ greatly on climate change","The writer is implying that foster and laib do not agree on climate change
",gpt2_large,real,"Headline: In 11th House District race, Foster and Laib differ greatly on climate change
Inference: The writer is implying that foster and laib do not agree on climate change
"
127,"In 11th House District race, Foster and Laib differ greatly on climate change","The writer is implying that laib and foster differ on climate change
",t5_base,real,"Headline: In 11th House District race, Foster and Laib differ greatly on climate change
Inference: The writer is implying that laib and foster differ on climate change
"
128,"In 11th House District race, Foster and Laib differ greatly on climate change","The writer is implying that laib and foster don't agree on climate change
",t5_large,real,"Headline: In 11th House District race, Foster and Laib differ greatly on climate change
Inference: The writer is implying that laib and foster don't agree on climate change
"
129,Meet the Millennial Farmers We'll Be Counting on to Endure Climate Change,"The writer is implying that farmers will be affected by climate change
",gpt2_large,real,"Headline: Meet the Millennial Farmers We'll Be Counting on to Endure Climate Change
Inference: The writer is implying that farmers will be affected by climate change
"
130,Meet the Millennial Farmers We'll Be Counting on to Endure Climate Change,"The writer is implying that millennial farmers will be able to end climate change
",t5_base,real,"Headline: Meet the Millennial Farmers We'll Be Counting on to Endure Climate Change
Inference: The writer is implying that millennial farmers will be able to end climate change
"
131,Meet the Millennial Farmers We'll Be Counting on to Endure Climate Change,"The writer is implying that millennial farmers will fight climate change
",t5_large,real,"Headline: Meet the Millennial Farmers We'll Be Counting on to Endure Climate Change
Inference: The writer is implying that millennial farmers will fight climate change
"
132,German farmers set bonfires across the country in protest at being 'ignored' in climate drive,"The writer is implying that the government doesn't care about the environment
",gpt2_large,real,"Headline: German farmers set bonfires across the country in protest at being 'ignored' in climate drive
Inference: The writer is implying that the government doesn't care about the environment
"
